id,dateYear,dateMonth,employeePositionID
7002,2024,3,294
7003,2024,4,294
7004,2024,5,294
7005,2024,6,294
7006,2024,7,294
7007,2024,8,294
7008,2024,9,294
7009,2024,10,294
7010,2024,11,294
7011,2024,12,294
7012,2025,1,294
7013,2025,2,294
7014,2025,3,294
7015,2025,4,294
7016,2025,5,294
7017,2025,6,294
7018,2025,7,294
7019,2025,8,294
7020,2025,9,294
7021,2025,10,294
7022,2025,11,294
7023,2025,12,294
7024,2022,7,295
7025,2022,8,295
7026,2022,9,295
7027,2022,10,295
7028,2022,11,295
7029,2022,12,295
7030,2023,1,295
7031,2023,2,295
7032,2023,3,295
7033,2023,4,295
7034,2023,5,295
7035,2023,6,295
7036,2023,7,295
7037,2023,8,295
7038,2023,9,295
7039,2023,10,295
7040,2023,11,295
7041,2023,12,295
7042,2024,1,295
7043,2024,2,295
7044,2024,3,295
7045,2024,4,295
7046,2024,5,295
7047,2024,6,295
7048,2024,7,295
7049,2024,7,296
7050,2024,8,296
7051,2024,9,296
7052,2024,10,296
7053,2024,11,296
7054,2024,12,296
7055,2025,1,296
7056,2025,2,296
7057,2025,3,296
7058,2025,4,296
7059,2025,5,296
7060,2025,6,296
7061,2025,7,296
7062,2025,8,296
7063,2025,9,296
7064,2025,10,296
7065,2025,11,296
7066,2025,12,296
7067,2022,4,297
7068,2022,5,297
7069,2022,6,297
7070,2022,7,297
7071,2022,8,297
7072,2022,9,297
7073,2022,10,297
7074,2022,11,297
7075,2022,12,297
7076,2023,1,297
7077,2023,2,297
7078,2023,3,297
7079,2023,4,297
7080,2023,5,297
7081,2023,6,297
7082,2023,7,297
7083,2023,8,297
7084,2023,9,297
7085,2023,10,297
7086,2023,11,297
7087,2023,12,297
7088,2024,1,297
7089,2024,2,297
7090,2024,3,297
7091,2024,4,297
7092,2024,5,297
7093,2024,6,297
7094,2024,7,297
7095,2024,7,298
7096,2024,8,298
7097,2024,9,298
7098,2024,10,298
7099,2024,11,298
7100,2024,12,298
7101,2025,1,298
7102,2025,2,298
7103,2025,3,298
7104,2025,4,298
7105,2025,5,298
7106,2025,6,298
7107,2025,7,298
7108,2025,8,298
7109,2025,9,298
7110,2025,10,298
7111,2025,11,298
7112,2025,12,298
7113,2020,1,299
7114,2020,2,299
7115,2020,3,299
7116,2020,4,299
7117,2020,5,299
7118,2020,6,299
7119,2020,7,299
7120,2020,8,299
7121,2020,9,299
7122,2020,10,299
7123,2020,11,299
7124,2020,12,299
7125,2021,1,299
7126,2021,2,299
7127,2021,3,299
7128,2021,4,299
7129,2021,5,299
7130,2021,6,299
7131,2021,7,299
7132,2021,8,299
7133,2021,9,299
7134,2021,10,299
7135,2021,11,299
7136,2021,12,299
7137,2022,1,299
7138,2022,2,299
7139,2022,3,299
7140,2022,4,299
7141,2022,5,299
7142,2022,6,299
7143,2022,7,299
7144,2022,8,299
7145,2022,9,299
7146,2022,10,299
7147,2022,11,299
7148,2022,12,299
7149,2023,1,299
7150,2023,2,299
7151,2023,3,299
7152,2023,4,299
7153,2023,5,299
7154,2023,6,299
7155,2023,7,299
7156,2023,8,299
7157,2023,9,299
7158,2023,10,299
7159,2023,11,299
7160,2023,12,299
7161,2024,1,299
7162,2024,2,299
7163,2024,3,299
7164,2024,4,299
7165,2024,5,299
7166,2024,6,299
7167,2024,7,299
7168,2024,8,299
7169,2024,9,299
7170,2024,10,299
7171,2024,11,299
7172,2024,12,299
7173,2025,1,299
7174,2025,2,299
7175,2025,3,299
7176,2025,4,299
7177,2025,5,299
7178,2025,6,299
7179,2025,7,299
7180,2025,8,299
7181,2025,9,299
7182,2025,10,299
7183,2025,11,299
7184,2025,12,299
7185,2020,12,300
7186,2021,1,300
7187,2021,2,300
7188,2021,3,300
7189,2021,4,300
7190,2021,5,300
7191,2021,6,300
7192,2021,7,300
7193,2021,8,300
7194,2021,9,300
7195,2021,10,300
7196,2021,11,300
7197,2021,12,300
7198,2022,1,300
7199,2022,2,300
7200,2022,3,300
7201,2022,4,300
7202,2022,5,300
7203,2022,6,300
7204,2022,7,300
7205,2022,8,300
7206,2022,9,300
7207,2022,10,300
7208,2022,11,300
7209,2022,12,300
7210,2023,1,300
7211,2023,2,300
7212,2023,3,300
7213,2023,4,300
7214,2023,5,300
7215,2023,6,300
7216,2023,7,300
7217,2023,8,300
7218,2023,9,300
7219,2023,10,300
7220,2023,11,300
7221,2023,12,300
7222,2024,1,300
7223,2024,2,300
7224,2024,3,300
7225,2024,4,300
7226,2024,5,300
7227,2024,5,301
7228,2024,6,301
7229,2024,6,302
7230,2024,7,302
7231,2024,8,302
7232,2024,9,302
7233,2024,10,302
7234,2024,11,302
7235,2024,11,303
7236,2024,12,303
7237,2025,1,303
7238,2025,2,303
7239,2025,3,303
7240,2025,4,303
7241,2025,5,303
7242,2025,6,303
7243,2025,7,303
7244,2025,8,303
7245,2025,9,303
7246,2025,10,303
7247,2025,11,303
7248,2025,12,303
7249,2023,7,304
7250,2023,8,304
7251,2023,9,304
7252,2023,9,305
7253,2023,10,305
7254,2023,11,305
7255,2023,12,305
7256,2024,1,305
7257,2024,2,305
7258,2024,3,305
7259,2024,4,305
7260,2024,5,305
7261,2024,6,305
7262,2024,7,305
7263,2024,8,305
7264,2024,9,305
7265,2024,10,305
7266,2024,11,305
7267,2024,12,305
7268,2025,1,305
7269,2025,2,305
7270,2025,3,305
7271,2025,4,305
7272,2025,5,305
7273,2025,6,305
7274,2025,7,305
7275,2025,8,305
7276,2025,9,305
7277,2025,10,305
7278,2025,11,305
7279,2025,12,305
7280,2024,12,306
7281,2025,1,306
7282,2025,2,306
7283,2025,3,306
7284,2025,4,306
7285,2025,5,306
7286,2025,6,306
7287,2025,7,306
7288,2025,8,306
7289,2025,9,306
7290,2025,10,306
7291,2025,11,306
7292,2025,12,306
7293,2021,4,307
7294,2021,5,307
7295,2021,6,307
7296,2021,7,307
7297,2021,8,307
7298,2021,9,307
7299,2021,10,307
7300,2021,11,307
7301,2021,12,307
7302,2022,1,307
7303,2022,2,307
7304,2022,3,307
7305,2022,4,307
7306,2022,5,307
7307,2022,6,307
7308,2022,7,307
7309,2022,8,307
7310,2022,9,307
7311,2022,10,307
7312,2022,11,307
7313,2022,12,307
7314,2023,1,307
7315,2023,2,307
7316,2023,3,307
7317,2023,4,307
7318,2023,5,307
7319,2023,6,307
7320,2023,7,307
7321,2023,8,307
7322,2023,9,307
7323,2023,10,307
7324,2023,11,307
7325,2023,12,307
7326,2024,1,307
7327,2024,2,307
7328,2024,3,307
7329,2024,4,307
7330,2024,5,307
7331,2024,6,307
7332,2024,7,307
7333,2024,8,307
7334,2024,9,307
7335,2024,10,307
7336,2024,11,307
7337,2024,12,307
7338,2025,1,307
7339,2025,2,307
7340,2025,3,307
7341,2025,4,307
7342,2025,5,307
7343,2025,6,307
7344,2025,7,307
7345,2025,8,307
7346,2025,9,307
7347,2025,10,307
7348,2025,11,307
7349,2025,12,307
7350,2021,9,308
7351,2021,10,308
7352,2021,11,308
7353,2021,12,308
7354,2022,1,308
7355,2022,2,308
7356,2022,3,308
7357,2022,4,308
7358,2022,5,308
7359,2022,6,308
7360,2022,7,308
7361,2022,8,308
7362,2022,9,308
7363,2022,10,308
7364,2022,11,308
7365,2022,12,308
7366,2023,1,308
7367,2023,2,308
7368,2023,3,308
7369,2023,4,308
7370,2023,5,308
7371,2023,6,308
7372,2023,7,308
7373,2023,8,308
7374,2023,9,308
7375,2023,10,308
7376,2023,11,308
7377,2023,12,308
7378,2024,1,308
7379,2024,2,308
7380,2024,3,308
7381,2024,4,308
7382,2024,5,308
7383,2024,6,308
7384,2024,7,308
7385,2024,8,308
7386,2024,9,308
7387,2024,10,308
7388,2024,11,308
7389,2024,12,308
7390,2025,1,308
7391,2025,2,308
7392,2025,3,308
7393,2025,4,308
7394,2025,5,308
7395,2025,6,308
7396,2025,7,308
7397,2025,8,308
7398,2025,9,308
7399,2025,10,308
7400,2025,11,308
7401,2025,12,308
7402,2025,3,309
7403,2025,4,309
7404,2025,5,309
7405,2025,6,309
7406,2025,7,309
7407,2025,8,309
7408,2025,9,309
7409,2025,10,309
7410,2025,11,309
7411,2025,12,309
7412,2025,6,310
7413,2025,7,310
7414,2025,8,310
7415,2025,9,310
7416,2025,10,310
7417,2025,11,310
7418,2025,12,310
7419,2024,6,311
7420,2024,6,312
7421,2024,7,312
7422,2024,8,312
7423,2024,9,312
7424,2024,10,312
7425,2024,11,312
7426,2024,12,312
7427,2025,1,312
7428,2025,2,312
7429,2025,3,312
7430,2025,4,312
7431,2025,5,312
7432,2025,6,312
7433,2025,7,312
7434,2025,8,312
7435,2025,9,312
7436,2025,10,312
7437,2025,11,312
7438,2025,12,312
7439,2020,1,313
7440,2020,2,313
7441,2020,3,313
7442,2020,4,313
7443,2020,5,313
7444,2020,6,313
7445,2020,7,313
7446,2020,8,313
7447,2020,9,313
7448,2020,10,313
7449,2020,11,313
7450,2020,12,313
7451,2021,1,313
7452,2021,2,313
7453,2021,3,313
7454,2021,4,313
7455,2021,5,313
7456,2021,6,313
7457,2021,7,313
7458,2021,8,313
7459,2021,9,313
7460,2021,10,313
7461,2021,11,313
7462,2021,12,313
7463,2022,1,313
7464,2022,2,313
7465,2022,3,313
7466,2022,4,313
7467,2022,5,313
7468,2022,6,313
7469,2022,7,313
7470,2022,8,313
7471,2022,9,313
7472,2022,10,313
7473,2022,11,313
7474,2022,12,313
7475,2023,1,313
7476,2023,2,313
7477,2023,3,313
7478,2023,4,313
7479,2023,5,313
7480,2023,6,313
7481,2023,7,313
7482,2023,8,313
7483,2023,9,313
7484,2023,10,313
7485,2023,11,313
7486,2023,12,313
7487,2024,1,313
7488,2024,2,313
7489,2024,3,313
7490,2024,4,313
7491,2024,5,313
7492,2024,6,313
7493,2024,7,313
7494,2024,8,313
7495,2024,9,313
7496,2024,10,313
7497,2024,11,313
7498,2024,12,313
7499,2025,1,313
7500,2025,2,313
7501,2025,3,313
7502,2025,4,313
7503,2025,5,313
7504,2025,6,313
7505,2025,7,313
7506,2025,8,313
7507,2025,9,313
7508,2025,10,313
7509,2025,11,313
7510,2025,12,313
7511,2022,5,314
7512,2022,6,314
7513,2022,7,314
7514,2022,8,314
7515,2022,9,314
7516,2022,10,314
7517,2022,11,314
7518,2022,12,314
7519,2023,1,314
7520,2023,2,314
7521,2023,3,314
7522,2023,4,314
7523,2023,5,314
7524,2023,6,314
7525,2023,7,314
7526,2023,8,314
7527,2023,9,314
7528,2023,10,314
7529,2023,11,314
7530,2023,12,314
7531,2024,1,314
7532,2024,2,314
7533,2024,3,314
7534,2024,4,314
7535,2024,5,314
7536,2024,6,314
7537,2024,7,314
7538,2024,8,314
7539,2024,9,314
7540,2024,10,314
7541,2024,11,314
7542,2024,12,314
7543,2025,1,314
7544,2025,2,314
7545,2025,3,314
7546,2025,4,314
7547,2025,5,314
7548,2025,6,314
7549,2025,7,314
7550,2025,8,314
7551,2025,9,314
7552,2025,10,314
7553,2025,11,314
7554,2025,12,314
7555,2022,9,315
7556,2022,10,315
7557,2022,11,315
7558,2022,12,315
7559,2023,1,315
7560,2023,2,315
7561,2023,3,315
7562,2023,4,315
7563,2023,5,315
7564,2023,6,315
7565,2023,7,315
7566,2023,8,315
7567,2023,9,315
7568,2023,10,315
7569,2023,11,315
7570,2023,12,315
7571,2024,1,315
7572,2024,2,315
7573,2024,3,315
7574,2024,4,315
7575,2024,5,315
7576,2024,6,315
7577,2024,7,315
7578,2024,8,315
7579,2024,9,315
7580,2024,10,315
7581,2024,11,315
7582,2024,12,315
7583,2025,1,315
7584,2025,2,315
7585,2025,3,315
7586,2025,4,315
7587,2025,5,315
7588,2025,6,315
7589,2025,7,315
7590,2025,8,315
7591,2025,9,315
7592,2025,10,315
7593,2025,11,315
7594,2025,12,315
7595,2021,9,316
7596,2021,10,316
7597,2021,11,316
7598,2021,12,316
7599,2022,1,316
7600,2022,2,316
7601,2022,3,316
7602,2022,4,316
7603,2022,5,316
7604,2022,6,316
7605,2022,7,316
7606,2022,8,316
7607,2022,9,316
7608,2022,10,316
7609,2022,11,316
7610,2022,12,316
7611,2023,1,316
7612,2023,2,316
7613,2023,3,316
7614,2023,4,316
7615,2023,5,316
7616,2023,6,316
7617,2023,7,316
7618,2023,8,316
7619,2023,9,316
7620,2023,10,316
7621,2023,11,316
7622,2023,12,316
7623,2024,1,316
7624,2024,2,316
7625,2024,3,316
7626,2024,4,316
7627,2024,5,316
7628,2024,6,316
7629,2024,7,316
7630,2024,8,316
7631,2024,9,316
7632,2024,10,316
7633,2024,11,316
7634,2024,12,316
7635,2025,1,316
7636,2025,2,316
7637,2025,3,316
7638,2025,4,316
7639,2025,5,316
7640,2025,6,316
7641,2025,7,316
7642,2025,8,316
7643,2025,9,316
7644,2025,10,316
7645,2025,11,316
7646,2025,12,316
7647,2023,2,317
7648,2023,3,317
7649,2023,4,317
7650,2023,5,317
7651,2023,6,317
7652,2023,7,317
7653,2023,8,317
7654,2023,9,317
7655,2023,10,317
7656,2023,11,317
7657,2023,12,317
7658,2024,1,317
7659,2024,2,317
7660,2024,3,317
7661,2024,4,317
7662,2024,5,317
7663,2024,6,317
7664,2024,7,317
7665,2024,8,317
7666,2024,9,317
7667,2024,10,317
7668,2024,11,317
7669,2024,12,317
7670,2025,1,317
7671,2025,2,317
7672,2025,3,317
7673,2025,4,317
7674,2025,5,317
7675,2025,6,317
7676,2025,7,317
7677,2025,8,317
7678,2025,9,317
7679,2025,10,317
7680,2025,11,317
7681,2025,12,317
7682,2025,8,318
7683,2025,9,318
7684,2025,10,318
7685,2025,11,318
7686,2025,12,318
7687,2021,3,319
7688,2021,4,319
7689,2021,5,319
7690,2021,6,319
7691,2021,7,319
7692,2021,8,319
7693,2021,9,319
7694,2021,10,319
7695,2021,11,319
7696,2021,12,319
7697,2022,1,319
7698,2022,2,319
7699,2022,3,319
7700,2022,4,319
7701,2022,5,319
7702,2022,6,319
7703,2022,7,319
7704,2022,8,319
7705,2022,9,319
7706,2022,10,319
7707,2022,11,319
7708,2022,12,319
7709,2023,1,319
7710,2023,2,319
7711,2023,3,319
7712,2023,4,319
7713,2023,5,319
7714,2023,6,319
7715,2023,7,319
7716,2023,8,319
7717,2023,9,319
7718,2023,10,319
7719,2023,11,319
7720,2023,12,319
7721,2024,1,319
7722,2024,2,319
7723,2024,3,319
7724,2024,4,319
7725,2024,5,319
7726,2024,6,319
7727,2024,7,319
7728,2024,8,319
7729,2024,9,319
7730,2024,10,319
7731,2024,11,319
7732,2024,12,319
7733,2025,1,319
7734,2025,2,319
7735,2025,3,319
7736,2025,4,319
7737,2025,5,319
7738,2025,6,319
7739,2025,7,319
7740,2025,8,319
7741,2025,9,319
7742,2025,10,319
7743,2025,11,319
7744,2025,12,319
7745,2024,9,320
7746,2024,10,320
7747,2024,11,320
7748,2024,12,320
7749,2025,1,320
7750,2025,2,320
7751,2025,3,320
7752,2025,4,320
7753,2025,5,320
7754,2025,6,320
7755,2025,7,320
7756,2025,8,320
7757,2025,9,320
7758,2025,10,320
7759,2025,11,320
7760,2025,12,320
7761,2025,10,321
7762,2025,11,321
7763,2025,12,321
7764,2025,5,322
7765,2025,6,322
7766,2025,7,322
7767,2025,8,322
7768,2025,9,322
7769,2025,10,322
7770,2025,11,322
7771,2025,12,322
7772,2021,10,323
7773,2021,10,324
7774,2021,11,324
7775,2021,12,324
7776,2022,1,324
7777,2022,2,324
7778,2022,3,324
7779,2022,4,324
7780,2022,5,324
7781,2022,6,324
7782,2022,7,324
7783,2022,8,324
7784,2022,9,324
7785,2022,10,324
7786,2022,11,324
7787,2022,12,324
7788,2023,1,324
7789,2023,2,324
7790,2023,3,324
7791,2023,4,324
7792,2023,5,324
7793,2023,6,324
7794,2023,7,324
7795,2023,8,324
7796,2023,9,324
7797,2023,10,324
7798,2023,11,324
7799,2023,12,324
7800,2024,1,324
7801,2024,2,324
7802,2024,3,324
7803,2024,4,324
7804,2024,5,324
7805,2024,6,324
7806,2024,7,324
7807,2024,8,324
7808,2024,9,324
7809,2024,10,324
7810,2024,11,324
7811,2024,12,324
7812,2025,1,324
7813,2025,2,324
7814,2025,3,324
7815,2025,4,324
7816,2025,5,324
7817,2025,6,324
7818,2025,7,324
7819,2025,8,324
7820,2025,9,324
7821,2025,10,324
7822,2025,11,324
7823,2025,12,324
7824,2024,8,325
7825,2024,9,325
7826,2024,10,325
7827,2024,11,325
7828,2024,12,325
7829,2025,1,325
7830,2025,2,325
7831,2025,3,325
7832,2025,4,325
7833,2025,5,325
7834,2025,6,325
7835,2025,7,325
7836,2025,8,325
7837,2025,9,325
7838,2025,10,325
7839,2025,11,325
7840,2025,12,325
7841,2024,3,326
7842,2024,4,326
7843,2024,5,326
7844,2024,6,326
7845,2024,7,326
7846,2024,8,326
7847,2024,9,326
7848,2024,10,326
7849,2024,11,326
7850,2024,12,326
7851,2025,1,326
7852,2025,2,326
7853,2025,3,326
7854,2025,4,326
7855,2025,5,326
7856,2025,6,326
7857,2025,7,326
7858,2025,8,326
7859,2025,9,326
7860,2025,10,326
7861,2025,11,326
7862,2025,12,326
7863,2024,11,327
7864,2024,12,327
7865,2025,1,327
7866,2025,2,327
7867,2025,3,327
7868,2025,4,327
7869,2025,5,327
7870,2025,6,327
7871,2025,7,327
7872,2025,8,327
7873,2025,9,327
7874,2025,10,327
7875,2025,11,327
7876,2025,12,327
7877,2023,3,328
7878,2023,4,328
7879,2023,5,328
7880,2023,6,328
7881,2023,7,328
7882,2023,8,328
7883,2023,9,328
7884,2023,10,328
7885,2023,11,328
7886,2023,12,328
7887,2024,1,328
7888,2024,2,328
7889,2024,3,328
7890,2024,4,328
7891,2024,5,328
7892,2024,6,328
7893,2024,7,328
7894,2024,8,328
7895,2024,9,328
7896,2024,10,328
7897,2024,11,328
7898,2024,12,328
7899,2025,1,328
7900,2025,2,328
7901,2025,3,328
7902,2025,4,328
7903,2025,5,328
7904,2025,6,328
7905,2025,7,328
7906,2025,8,328
7907,2025,9,328
7908,2025,10,328
7909,2025,11,328
7910,2025,12,328
7911,2023,6,329
7912,2023,7,329
7913,2023,8,329
7914,2023,9,329
7915,2023,10,329
7916,2023,11,329
7917,2023,12,329
7918,2024,1,329
7919,2024,2,329
7920,2024,3,329
7921,2024,4,329
7922,2024,5,329
7923,2024,6,329
7924,2024,7,329
7925,2024,8,329
7926,2024,9,329
7927,2024,10,329
7928,2024,11,329
7929,2024,12,329
7930,2025,1,329
7931,2025,2,329
7932,2025,3,329
7933,2025,4,329
7934,2025,5,329
7935,2025,6,329
7936,2025,7,329
7937,2025,8,329
7938,2025,9,329
7939,2025,10,329
7940,2025,11,329
7941,2025,12,329
7942,2022,3,330
7943,2022,4,330
7944,2022,5,330
7945,2022,6,330
7946,2022,7,330
7947,2022,8,330
7948,2022,9,330
7949,2022,10,330
7950,2022,11,330
7951,2022,12,330
7952,2023,1,330
7953,2023,2,330
7954,2023,3,330
7955,2023,4,330
7956,2023,5,330
7957,2023,6,330
7958,2023,7,330
7959,2023,8,330
7960,2023,9,330
7961,2023,10,330
7962,2023,11,330
7963,2023,12,330
7964,2024,1,330
7965,2024,2,330
7966,2024,3,330
7967,2024,4,330
7968,2024,5,330
7969,2024,6,330
7970,2024,7,330
7971,2024,8,330
7972,2024,9,330
7973,2024,10,330
7974,2024,11,330
7975,2024,12,330
7976,2025,1,330
7977,2025,2,330
7978,2025,3,330
7979,2025,4,330
7980,2025,5,330
7981,2025,6,330
7982,2025,7,330
7983,2025,8,330
7984,2025,9,330
7985,2025,10,330
7986,2025,11,330
7987,2025,12,330
7988,2020,8,331
7989,2020,9,331
7990,2020,10,331
7991,2020,11,331
7992,2020,12,331
7993,2021,1,331
7994,2021,2,331
7995,2021,3,331
7996,2021,4,331
7997,2021,5,331
7998,2021,6,331
7999,2021,7,331
8000,2021,8,331
8001,2021,9,331
8002,2021,10,331
8003,2021,11,331
8004,2021,12,331
8005,2022,1,331
8006,2022,2,331
8007,2022,3,331
8008,2022,4,331
8009,2022,5,331
8010,2022,6,331
8011,2022,7,331
8012,2022,8,331
8013,2022,9,331
8014,2022,9,332
8015,2022,10,332
8016,2022,11,332
8017,2022,12,332
8018,2023,1,332
8019,2023,2,332
8020,2023,3,332
8021,2023,4,332
8022,2023,5,332
8023,2023,6,332
8024,2023,7,332
8025,2023,8,332
8026,2023,9,332
8027,2023,10,332
8028,2023,11,332
8029,2023,12,332
8030,2024,1,332
8031,2024,2,332
8032,2024,3,332
8033,2024,4,332
8034,2024,5,332
8035,2024,6,332
8036,2024,7,332
8037,2024,8,332
8038,2024,9,332
8039,2024,10,332
8040,2024,11,332
8041,2024,12,332
8042,2025,1,332
8043,2025,2,332
8044,2025,3,332
8045,2025,4,332
8046,2025,5,332
8047,2025,6,332
8048,2025,7,332
8049,2025,8,332
8050,2025,9,332
8051,2025,10,332
8052,2025,11,332
8053,2025,12,332
8054,2020,12,333
8055,2021,1,333
8056,2021,2,333
8057,2021,3,333
8058,2021,4,333
8059,2021,5,333
8060,2021,6,333
8061,2021,7,333
8062,2021,8,333
8063,2021,9,333
8064,2021,10,333
8065,2021,11,333
8066,2021,12,333
8067,2022,1,333
8068,2022,2,333
8069,2022,3,333
8070,2022,4,333
8071,2022,5,333
8072,2022,6,333
8073,2022,7,333
8074,2022,8,333
8075,2022,9,333
8076,2022,10,333
8077,2022,11,333
8078,2022,12,333
8079,2023,1,333
8080,2023,2,333
8081,2023,3,333
8082,2023,4,333
8083,2023,5,333
8084,2023,6,333
8085,2023,7,333
8086,2023,8,333
8087,2023,9,333
8088,2023,10,333
8089,2023,11,333
8090,2023,11,334
8091,2023,12,334
8092,2024,1,334
8093,2024,2,334
8094,2024,3,334
8095,2024,4,334
8096,2024,5,334
8097,2024,6,334
8098,2024,7,334
8099,2024,8,334
8100,2024,9,334
8101,2024,10,334
8102,2024,11,334
8103,2024,12,334
8104,2025,1,334
8105,2025,2,334
8106,2025,3,334
8107,2025,4,334
8108,2025,5,334
8109,2025,6,334
8110,2025,7,334
8111,2025,8,334
8112,2025,9,334
8113,2025,10,334
8114,2025,11,334
8115,2025,12,334
8116,2023,2,335
8117,2023,3,335
8118,2023,4,335
8119,2023,5,335
8120,2023,6,335
8121,2023,7,335
8122,2023,8,335
8123,2023,9,335
8124,2023,10,335
8125,2023,11,335
8126,2023,12,335
8127,2024,1,335
8128,2024,2,335
8129,2024,3,335
8130,2024,4,335
8131,2024,5,335
8132,2024,6,335
8133,2024,7,335
8134,2024,8,335
8135,2024,9,335
8136,2024,10,335
8137,2024,11,335
8138,2024,12,335
8139,2025,1,335
8140,2025,2,335
8141,2025,3,335
8142,2025,4,335
8143,2025,5,335
8144,2025,6,335
8145,2025,7,335
8146,2025,8,335
8147,2025,9,335
8148,2025,10,335
8149,2025,11,335
8150,2025,12,335
8151,2024,6,336
8152,2024,7,336
8153,2024,8,336
8154,2024,9,336
8155,2024,10,336
8156,2024,11,336
8157,2024,12,336
8158,2025,1,336
8159,2025,2,336
8160,2025,3,336
8161,2025,4,336
8162,2025,5,336
8163,2025,6,336
8164,2025,7,336
8165,2025,8,336
8166,2025,9,336
8167,2025,10,336
8168,2025,11,336
8169,2025,12,336
8170,2020,2,337
8171,2020,3,337
8172,2020,4,337
8173,2020,5,337
8174,2020,6,337
8175,2020,7,337
8176,2020,8,337
8177,2020,9,337
8178,2020,10,337
8179,2020,11,337
8180,2020,12,337
8181,2021,1,337
8182,2021,2,337
8183,2021,3,337
8184,2021,4,337
8185,2021,5,337
8186,2021,6,337
8187,2021,7,337
8188,2021,8,337
8189,2021,9,337
8190,2021,10,337
8191,2021,11,337
8192,2021,12,337
8193,2022,1,337
8194,2022,2,337
8195,2022,3,337
8196,2022,4,337
8197,2022,5,337
8198,2022,6,337
8199,2022,7,337
8200,2022,8,337
8201,2022,9,337
8202,2022,10,337
8203,2022,11,337
8204,2022,12,337
8205,2023,1,337
8206,2023,2,337
8207,2023,3,337
8208,2023,4,337
8209,2023,5,337
8210,2023,6,337
8211,2023,7,337
8212,2023,8,337
8213,2023,9,337
8214,2023,10,337
8215,2023,11,337
8216,2023,12,337
8217,2024,1,337
8218,2024,2,337
8219,2024,3,337
8220,2024,4,337
8221,2024,5,337
8222,2024,6,337
8223,2024,7,337
8224,2024,8,337
8225,2024,9,337
8226,2024,10,337
8227,2024,11,337
8228,2024,12,337
8229,2025,1,337
8230,2025,2,337
8231,2025,3,337
8232,2025,4,337
8233,2025,5,337
8234,2025,6,337
8235,2025,7,337
8236,2025,8,337
8237,2025,9,337
8238,2025,10,337
8239,2025,11,337
8240,2025,12,337
8241,2023,8,338
8242,2023,9,338
8243,2023,10,338
8244,2023,11,338
8245,2023,12,338
8246,2024,1,338
8247,2024,2,338
8248,2024,3,338
8249,2024,4,338
8250,2024,5,338
8251,2024,6,338
8252,2024,7,338
8253,2024,8,338
8254,2024,9,338
8255,2024,10,338
8256,2024,11,338
8257,2024,12,338
8258,2025,1,338
8259,2025,2,338
8260,2025,3,338
8261,2025,4,338
8262,2025,5,338
8263,2025,6,338
8264,2025,7,338
8265,2025,8,338
8266,2025,9,338
8267,2025,10,338
8268,2025,11,338
8269,2025,12,338
8270,2022,5,339
8271,2022,6,339
8272,2022,7,339
8273,2022,8,339
8274,2022,9,339
8275,2022,10,339
8276,2022,11,339
8277,2022,12,339
8278,2023,1,339
8279,2023,2,339
8280,2023,3,339
8281,2023,4,339
8282,2023,5,339
8283,2023,6,339
8284,2023,7,339
8285,2023,8,339
8286,2023,9,339
8287,2023,10,339
8288,2023,11,339
8289,2023,12,339
8290,2024,1,339
8291,2024,2,339
8292,2024,3,339
8293,2024,4,339
8294,2024,5,339
8295,2024,6,339
8296,2024,7,339
8297,2024,8,339
8298,2024,9,339
8299,2024,10,339
8300,2024,11,339
8301,2024,12,339
8302,2025,1,339
8303,2025,2,339
8304,2025,3,339
8305,2025,4,339
8306,2025,5,339
8307,2025,6,339
8308,2025,7,339
8309,2025,8,339
8310,2025,9,339
8311,2025,10,339
8312,2025,11,339
8313,2025,12,339
8314,2024,8,340
8315,2024,8,341
8316,2024,9,341
8317,2024,10,341
8318,2024,11,341
8319,2024,11,342
8320,2024,12,342
8321,2025,1,342
8322,2025,2,342
8323,2025,3,342
8324,2025,4,342
8325,2025,5,342
8326,2025,6,342
8327,2025,7,342
8328,2025,8,342
8329,2025,9,342
8330,2025,10,342
8331,2025,11,342
8332,2025,12,342
8333,2025,5,343
8334,2025,6,343
8335,2025,7,343
8336,2025,7,344
8337,2025,8,344
8338,2025,9,344
8339,2025,10,344
8340,2025,11,344
8341,2025,12,344
8342,2023,7,345
8343,2023,8,345
8344,2023,9,345
8345,2023,10,345
8346,2023,11,345
8347,2023,12,345
8348,2024,1,345
8349,2024,2,345
8350,2024,3,345
8351,2024,4,345
8352,2024,5,345
8353,2024,6,345
8354,2024,7,345
8355,2024,8,345
8356,2024,9,345
8357,2024,10,345
8358,2024,11,345
8359,2024,12,345
8360,2025,1,345
8361,2025,2,345
8362,2025,3,345
8363,2025,4,345
8364,2025,5,345
8365,2025,6,345
8366,2025,7,345
8367,2025,8,345
8368,2025,9,345
8369,2025,10,345
8370,2025,11,345
8371,2025,12,345
8372,2021,5,346
8373,2021,6,346
8374,2021,7,346
8375,2021,8,346
8376,2021,9,346
8377,2021,10,346
8378,2021,11,346
8379,2021,12,346
8380,2022,1,346
8381,2022,2,346
8382,2022,3,346
8383,2022,4,346
8384,2022,5,346
8385,2022,6,346
8386,2022,7,346
8387,2022,8,346
8388,2022,9,346
8389,2022,10,346
8390,2022,11,346
8391,2022,12,346
8392,2023,1,346
8393,2023,2,346
8394,2023,3,346
8395,2023,4,346
8396,2023,5,346
8397,2023,6,346
8398,2023,7,346
8399,2023,8,346
